transaction_id,customer_id,age,gender,annual_income,account_open_date,credit_score,segment,transaction_date,transaction_type,amount,merchant,merchant_category,channel,balance_after,is_fraud,transaction_month,transaction_dayofweek,is_large_tx,amount_log,year
991,12116,26,Female,105936,2018-07-15,649,Student,2025-06-08,credit,3069,Newman-Hall,Utilities,atm,96279,False,6,6,True,8.029432840581244,2025
992,15779,52,Female,101515,2017-09-11,843,High Net Worth,2025-01-09,debit,4126,Medina-Fernandez,Salary,online,31212,False,1,3,True,8.325306029752582,2025
993,16166,30,Male,228137,2016-08-26,405,Mass Market,2025-02-11,credit,1008,Lee-Hawkins,Investment,atm,92154,False,2,1,False,6.9167150203536085,2025
994,10814,32,Male,75390,2016-09-25,300,Mass Market,2025-11-11,debit,1441,Higgins and Sons,Healthcare,atm,74697,False,11,1,False,7.273786317844895,2025
995,10345,35,Male,167717,2025-05-07,731,Affluent,2025-07-29,credit,4562,Hall LLC,Groceries,atm,48533,False,7,1,True,8.425735580927402,2025
996,18554,68,Female,243032,2020-01-26,605,Affluent,2025-07-05,debit,3071,Simmons-Stanton,Education,online,83003,False,7,5,True,8.030084094267563,2025
997,12443,50,Male,74144,2019-03-27,826,Mass Market,2025-02-12,debit,274,"Gibbs, Kemp and Yang",Investment,branch,87125,False,2,2,False,5.616771097666572,2025
998,17783,23,Male,164454,2024-02-14,352,Mass Market,2025-11-30,credit,3741,Cook Ltd,Restaurants,branch,37630,False,11,6,True,8.227375506834035,2025
999,10984,44,Female,24025,2021-11-15,819,Mass Market,2025-07-20,debit,2284,Nguyen-Burton,Restaurants,online,68606,False,7,6,False,7.734121303328305,2025
1000,17790,40,Female,194298,2019-06-01,629,Affluent,2025-08-23,debit,3885,Harvey-Decker,Rent,branch,74099,False,8,5,True,8.265135629937385,2025
1001,19831,44,Female,99380,2021-02-24,624,Mass Market,2025-01-23,debit,3327,Holder Group,Investment,online,90790,False,1,3,True,8.1101268019411,2025
1002,10827,51,Male,138910,2017-08-01,413,High Net Worth,2025-02-07,debit,2056,Williams and Sons,Transfers,online,16585,False,2,4,False,7.6290038896529575,2025
1003,13531,73,Female,220783,2020-05-21,446,Mass Market,2025-07-06,debit,3154,Stuart-Rodriguez,Utilities,branch,95833,False,7,6,True,8.056743774975313,2025
1004,17147,63,Male,116055,2018-07-28,465,Mass Market,2024-12-18,debit,3231,Pratt and Sons,Rent,mobile_app,49240,False,12,2,True,8.080856419640986,2024
1005,14451,55,Male,146189,2022-06-02,678,Mass Market,2025-06-10,debit,3150,"Hayes, Haynes and Williams",Entertainment,atm,14772,False,6,1,True,8.055475141757274,2025
1006,13876,31,Male,225782,2024-04-30,438,Mass Market,2025-07-22,debit,4910,Wood LLC,Online Retail,online,79991,False,7,1,True,8.499232866039245,2025
1007,15959,53,Male,154515,2018-06-14,598,Mass Market,2025-02-20,debit,1263,"Wilson, Schultz and Wright",Travel,online,71835,False,2,3,False,7.142036574706803,2025
1008,10126,70,Male,41395,2024-06-20,575,Mass Market,2024-12-29,debit,732,Stokes Inc,Restaurants,mobile_app,75724,False,12,6,False,6.597145701886651,2024
1009,13177,25,Female,30725,2025-04-10,477,Mass Market,2025-10-18,credit,93,"Thomas, Collins and Ibarra",Utilities,online,90299,False,10,5,False,4.543294782270004,2025
1010,18795,52,Male,53461,2017-04-07,653,Mass Market,2025-01-30,credit,4845,Austin LLC,Transfers,online,98053,False,1,3,True,8.48590890137647,2025
1011,16024,36,Female,61115,2017-09-10,453,Mass Market,2025-06-06,debit,3380,Hines and Sons,Salary,branch,87091,False,6,4,True,8.125926802707886,2025
1012,15109,47,Female,130084,2024-08-18,500,Student,2025-10-08,debit,3829,Lynch Inc,Utilities,branch,94859,False,10,2,True,8.250620082174692,2025
1013,14146,31,Male,247959,2021-02-08,414,Affluent,2025-11-28,debit,3374,"Davis, Morris and Reed",Travel,mobile_app,17938,False,11,4,True,8.12415060330663,2025
1014,17196,37,Female,103732,2017-04-16,367,Affluent,2025-09-27,credit,1767,Young PLC,Investment,online,21983,False,9,5,False,7.477604243197589,2025
1015,13368,66,Male,230862,2025-09-04,744,Mass Market,2024-12-20,debit,4328,"Franco, Nicholson and Carr",Salary,atm,12874,False,12,4,True,8.37309184744198,2024
1016,13797,42,Female,99557,2024-12-18,744,Mass Market,2025-02-28,debit,2790,Henson-Tyler,Investment,branch,90341,False,2,4,False,7.934155233536322,2025
1017,11792,57,Male,91260,2018-01-19,625,Mass Market,2025-03-12,debit,3297,Johnson and Sons,Travel,atm,60896,False,3,2,True,8.101071503119543,2025
1018,15732,41,Male,179762,2019-05-04,658,Affluent,2025-11-04,debit,2462,Martin-Brown,Rent,atm,46209,False,11,1,False,7.809135398120538,2025
1019,13476,31,Male,21407,2023-06-23,444,Mass Market,2025-05-03,debit,338,Torres-Jones,Healthcare,mobile_app,32822,False,5,5,False,5.82600010738045,2025
1020,13417,43,Female,93568,2018-10-07,574,Mass Market,2025-09-28,debit,435,Brown-Cobb,Entertainment,mobile_app,20750,False,9,6,False,6.077642243349034,2025
1021,11645,55,Female,78560,2016-11-07,808,Affluent,2025-06-16,debit,779,Stewart Group,Entertainment,online,42083,False,6,0,False,6.659293919683638,2025
1022,19397,40,Male,198412,2021-07-05,478,Mass Market,2025-09-27,debit,3985,"Watkins, Martinez and Logan",Groceries,mobile_app,27946,False,9,5,True,8.29054350077274,2025
1023,13030,39,Female,168866,2024-08-14,776,Mass Market,2025-02-10,debit,617,Martin PLC,Entertainment,branch,1552,False,2,0,False,6.42648845745769,2025
1024,12872,65,Female,170953,2022-05-28,713,Mass Market,2025-01-24,credit,1862,"Riley, Cruz and Davis",Utilities,online,95585,False,1,4,False,7.529943370601589,2025
1025,13072,74,Female,237364,2024-06-05,452,Affluent,2025-11-07,debit,2682,Bradley Inc,Entertainment,online,73331,False,11,4,False,7.894690850425624,2025
1026,11854,36,Female,246024,2019-02-19,403,Affluent,2025-11-14,debit,2134,Mccoy-Jones,Transfers,atm,5271,False,11,4,False,7.666221925662725,2025
1027,14021,63,Female,200775,2020-05-01,374,Mass Market,2025-02-15,debit,1310,Harmon-Gonzalez,Salary,atm,80201,False,2,5,False,7.1785454837637,2025
1028,14662,68,Female,195426,2021-01-08,427,Mass Market,2025-09-22,debit,475,Mason-Woods,Entertainment,atm,65651,False,9,0,False,6.16541785423142,2025
1029,16514,20,Female,111288,2023-05-08,644,Affluent,2025-09-03,debit,1974,"Williams, Lewis and Simpson",Restaurants,online,28994,False,9,2,False,7.5883236773352225,2025
1030,15031,59,Male,229534,2025-05-07,830,Mass Market,2025-07-08,debit,1955,Perez-Roberts,Groceries,mobile_app,27186,False,7,1,False,7.578656850594762,2025
1031,12708,36,Male,139020,2019-10-09,458,Affluent,2025-05-28,credit,2549,Simmons-Powell,Salary,mobile_app,30267,False,5,2,False,7.843848638152472,2025
1032,17112,26,Male,119301,2024-01-13,837,Affluent,2024-12-16,debit,2370,Wright-Randall,Utilities,mobile_app,39140,False,12,0,False,7.771067086065406,2024
1033,19524,45,Female,34390,2017-12-15,725,Mass Market,2025-06-16,debit,2049,Colon-Cortez,Travel,online,24935,True,6,0,False,7.6255950721324535,2025
1034,18393,37,Female,238547,2019-07-31,322,Mass Market,2025-07-29,debit,1194,Knapp Inc,Rent,online,31748,False,7,1,False,7.085901464365611,2025
1035,13507,62,Male,47307,2021-01-19,346,Affluent,2025-01-08,debit,3944,Perkins Ltd,Online Retail,online,90139,False,1,2,True,8.280204233279974,2025
1036,16456,24,Female,247436,2018-09-17,824,Mass Market,2025-08-13,credit,3227,Johnson-Morgan,Rent,online,3837,False,8,2,True,8.07961802938984,2025
1037,14212,31,Male,245121,2021-05-02,443,Mass Market,2025-10-06,debit,2792,Fields Group,Healthcare,online,64875,False,10,0,False,7.934871565945177,2025
1038,17970,26,Male,44502,2023-02-09,718,Affluent,2025-07-02,debit,787,"Dyer, Willis and Boone",Online Retail,mobile_app,62694,False,7,2,False,6.669498089857879,2025
1039,18766,72,Other,246671,2019-02-11,384,Mass Market,2025-07-18,credit,3389,Mcintosh-Smith,Transfers,online,9610,False,7,4,True,8.128585200374497,2025
1040,10536,74,Male,42486,2023-05-28,715,Mass Market,2025-06-02,credit,2428,Henderson-Murphy,Education,mobile_app,28615,False,6,0,False,7.795234929002173,2025
1041,11625,36,Male,131813,2019-12-23,781,Mass Market,2025-12-07,debit,4087,"Warner, Gordon and Martin",Groceries,online,76644,False,12,6,True,8.31581113188354,2025
1042,17973,64,Female,189330,2023-02-06,755,Affluent,2025-07-24,debit,4272,Fowler Group,Travel,mobile_app,22347,False,7,3,True,8.360071435644025,2025
1043,18577,69,Female,208788,2025-12-01,596,Mass Market,2025-02-01,debit,2449,Williams LLC,Rent,branch,34062,False,2,5,False,7.803843303538772,2025
1044,18070,31,Male,248300,2019-12-29,411,Student,2025-05-12,debit,4841,"Hancock, Richards and Shaw",Entertainment,branch,55122,False,5,0,True,8.485083137498004,2025
1045,18666,73,Female,123920,2020-06-16,529,Affluent,2024-12-12,credit,1999,"Harrison, Moore and Sanchez",Groceries,mobile_app,48431,False,12,3,False,7.600902459542082,2024
1046,18609,55,Female,232566,2020-12-09,395,Mass Market,2025-01-28,debit,1076,Whitaker Group,Entertainment,branch,73086,False,1,1,False,6.981934677156389,2025
1047,16490,70,Male,102768,2018-11-13,677,Mass Market,2025-08-17,debit,954,Montgomery-Mitchell,Groceries,branch,28205,False,8,6,False,6.86171134048073,2025
1048,13600,53,Male,161820,2024-03-13,455,Mass Market,2025-01-07,debit,38,Cisneros Group,Groceries,mobile_app,18459,False,1,1,False,3.6635616461296463,2025
1049,16783,57,Female,82785,2023-10-16,720,Affluent,2025-10-16,debit,1907,Ferrell and Sons,Healthcare,online,23750,False,10,3,False,7.553810852008231,2025
1050,19146,34,Male,96050,2022-04-16,404,High Net Worth,2025-04-16,debit,1707,"Baird, Carrillo and Ray",Restaurants,online,27729,False,4,2,False,7.443078374348516,2025
1051,14971,47,Female,42738,2020-04-21,629,Affluent,2025-07-07,credit,2824,Williams Group,Transfers,mobile_app,38585,False,7,0,False,7.946263643580541,2025
1052,11205,26,Female,94231,2016-09-28,738,Mass Market,2025-03-13,debit,3375,Ramsey Inc,Entertainment,atm,83698,False,3,3,True,8.124446855715847,2025
1053,11990,50,Other,93606,2020-10-20,431,Affluent,2025-05-15,debit,2498,Wall PLC,Entertainment,atm,45635,False,5,3,False,7.823645930834952,2025
1054,15299,73,Male,244373,2024-05-22,681,Mass Market,2025-10-26,credit,1675,Hill and Sons,Entertainment,branch,44854,False,10,6,False,7.424165281042028,2025
1055,13572,69,Other,61662,2022-01-20,437,Affluent,2025-07-12,debit,4629,"Beasley, Dominguez and Weber",Healthcare,atm,76226,False,7,5,True,8.440312147080279,2025
1056,15975,42,Male,138313,2019-05-22,569,Affluent,2025-09-22,credit,1580,Thornton and Sons,Rent,branch,29104,False,9,0,False,7.365812837209472,2025
1057,16320,31,Male,247369,2025-02-15,849,Mass Market,2025-06-09,debit,1743,Mueller Group,Utilities,online,82293,False,6,0,False,7.463936604468925,2025
1058,14380,28,Male,233306,2024-10-17,695,Mass Market,2025-04-07,debit,769,Zamora-Williams,Entertainment,mobile_app,14770,False,4,0,False,6.646390514847729,2025
1059,14757,70,Male,35123,2023-03-27,763,Affluent,2025-10-21,debit,2167,"Perez, Garrett and Obrien",Rent,online,75993,False,10,1,False,7.681560362559537,2025
1060,12713,52,Female,176688,2019-05-20,749,Affluent,2025-04-09,credit,1361,Frederick Ltd,Restaurants,mobile_app,17957,False,4,2,False,7.216709486709457,2025
1061,15588,58,Male,31182,2022-07-27,630,Mass Market,2024-12-21,debit,3486,"Gonzales, Thompson and Taylor",Entertainment,atm,55178,False,12,5,True,8.156797046675651,2024
1062,10966,31,Male,110369,2023-10-23,552,Mass Market,2025-04-08,debit,1278,"Mason, Richardson and French",Transfers,online,95155,False,4,1,False,7.153833801578843,2025
1063,14944,47,Female,249950,2021-09-24,584,Affluent,2025-05-17,credit,1795,Schmidt Ltd,Travel,online,20828,False,5,5,False,7.493317248862145,2025
1064,13432,58,Male,213085,2018-07-02,573,Mass Market,2025-07-22,debit,3959,"Davidson, Long and Navarro",Salary,branch,17171,False,7,1,True,8.283999304248526,2025
1065,10688,21,Female,182403,2023-02-15,319,Mass Market,2025-06-15,debit,2617,Roach Inc,Education,mobile_app,99849,False,6,6,False,7.870165946469845,2025
1066,14243,21,Male,197170,2024-08-09,538,Mass Market,2025-04-04,debit,408,Mckenzie-Burgess,Salary,atm,61465,False,4,4,False,6.013715156042802,2025
1067,13701,45,Female,46128,2025-01-07,569,Mass Market,2025-06-26,debit,2640,"Mcdaniel, Case and Smith",Entertainment,online,13146,False,6,3,False,7.878912912297133,2025
1068,18533,25,Female,51556,2024-05-02,717,Affluent,2025-05-12,debit,2456,Lucas-Mccoy,Utilities,mobile_app,46266,False,5,0,False,7.806696372521179,2025
1069,15182,19,Male,238577,2025-11-03,609,Student,2025-01-07,debit,1679,Simon and Sons,Salary,atm,45939,False,1,1,False,7.426549072397305,2025
1070,19916,58,Male,172948,2016-06-14,330,Affluent,2025-05-26,credit,248,"Walker, Harper and Owens",Travel,online,14202,False,5,0,False,5.517452896464707,2025
1071,16704,63,Male,160021,2024-07-11,403,Mass Market,2025-03-02,credit,3546,Harris and Sons,Transfers,mobile_app,37142,False,3,6,True,8.173857454773621,2025
1072,14422,39,Female,71962,2018-06-07,485,Affluent,2025-09-25,debit,3871,"Ware, Bradford and Valencia",Healthcare,branch,63828,False,9,3,True,8.261526448396468,2025
1073,19984,58,Male,110054,2025-11-09,427,Mass Market,2024-12-13,credit,3113,"Payne, Smith and Townsend",Education,online,87367,False,12,4,True,8.043663352393944,2024
1074,11759,73,Male,222278,2024-06-29,509,Mass Market,2025-05-22,debit,1156,Garcia Inc,Healthcare,mobile_app,59046,False,5,3,False,7.053585727193677,2025
1075,19181,72,Male,44099,2018-03-06,713,Student,2025-07-21,debit,1567,Higgins-Price,Utilities,atm,9849,False,7,0,False,7.357556200910353,2025
1076,12482,33,Male,163788,2018-08-31,580,Mass Market,2025-08-26,debit,3748,Lee-Santos,Education,atm,59272,False,8,1,True,8.229244416735913,2025
1077,18058,46,Female,203683,2016-06-03,552,Student,2025-05-12,debit,2167,"Castillo, Ferrell and Obrien",Utilities,branch,20439,False,5,0,False,7.681560362559537,2025
1078,10951,66,Female,189957,2018-07-15,318,Mass Market,2025-01-12,credit,3461,Lawrence Ltd,Healthcare,online,82526,False,1,6,True,8.149601735736155,2025
1079,18914,65,Male,73144,2021-01-31,435,Affluent,2025-03-09,debit,309,Simmons-Roberson,Transfers,branch,78872,False,3,6,False,5.736572297479192,2025
1080,12079,47,Male,216292,2017-10-24,522,Mass Market,2025-06-11,debit,3708,Warner-Miller,Education,mobile_app,35344,False,6,2,True,8.21851757748959,2025
1081,12717,29,Female,27837,2022-01-29,302,Mass Market,2025-11-03,debit,4063,Lopez Inc,Online Retail,atm,88489,False,11,0,True,8.309922989258318,2025
1082,14524,52,Female,200427,2018-07-04,535,Mass Market,2025-03-25,debit,4869,"Nixon, Gonzalez and Burke",Rent,branch,53276,False,3,1,True,8.490849216076635,2025
1083,19692,28,Male,198371,2017-06-24,764,High Net Worth,2025-10-09,debit,258,Ford-Ponce,Transfers,online,5051,False,10,3,False,5.556828061699537,2025
1084,18477,63,Male,170231,2025-10-30,527,Affluent,2025-06-22,debit,2578,Nelson-Little,Education,mobile_app,49474,False,6,6,False,7.8551570058813445,2025
1085,17311,67,Male,145212,2022-03-08,798,High Net Worth,2025-03-05,debit,4139,Murphy-Dean,Utilities,online,75604,False,3,2,True,8.32845106681936,2025
1086,17186,38,Female,136680,2018-10-17,820,Affluent,2025-07-27,credit,4333,Griffith Inc,Utilities,branch,16967,False,7,6,True,8.374246182096304,2025
1087,12065,38,Male,126802,2023-06-26,438,High Net Worth,2025-01-05,debit,4690,Martin-Hunter,Restaurants,atm,21773,False,1,6,True,8.453401058328458,2025
1088,10768,22,Female,122413,2020-04-23,575,Mass Market,2025-02-12,debit,2870,Nelson Inc,Transfers,atm,96550,False,2,2,False,7.962415680121064,2025
1089,15490,65,Female,71012,2025-07-12,590,Mass Market,2025-10-10,debit,733,Crawford Ltd,Utilities,branch,74383,False,10,4,False,6.598509028614515,2025
1090,16645,37,Female,150193,2019-03-12,352,Affluent,2025-05-21,credit,579,Bailey-Bruce,Groceries,online,70417,False,5,2,False,6.363028103540465,2025
1091,15083,54,Male,210377,2021-04-01,409,Affluent,2025-04-12,debit,229,Diaz-Garrison,Rent,online,41182,False,4,5,False,5.438079308923196,2025
1092,15232,20,Male,238168,2023-08-08,303,Affluent,2025-06-14,credit,1404,Fuller-Kennedy,Healthcare,online,63589,False,6,5,False,7.247792581767846,2025
1093,15797,61,Male,168178,2023-07-08,346,Mass Market,2025-05-11,credit,2844,Hernandez Inc,Travel,online,73235,False,5,6,False,7.953318346560431,2025
1094,19138,50,Male,78123,2015-12-23,393,Mass Market,2025-10-18,credit,2132,Mcgrath-Johnson,Restaurants,atm,24180,False,10,5,False,7.665284718471351,2025
1095,14926,70,Female,131825,2024-02-26,512,Student,2025-09-03,credit,4241,Harvey-Johnson,Utilities,online,64372,False,9,2,True,8.352790135124629,2025
1096,16016,26,Other,28720,2018-02-20,735,Affluent,2025-06-24,credit,4010,Martinez-Perez,Groceries,branch,51372,False,6,1,True,8.296795865770052,2025
1097,13335,26,Female,188733,2023-12-23,807,Mass Market,2024-12-12,debit,4359,Orozco PLC,Restaurants,branch,69086,False,12,3,True,8.38022733634308,2024
1098,18038,21,Female,244970,2024-06-24,504,Affluent,2025-08-25,credit,3099,"Henry, Freeman and Reed",Groceries,branch,22163,False,8,0,True,8.039157390473237,2025
1099,14873,52,Male,244866,2023-04-03,680,Student,2025-01-10,debit,59,Perez-Norman,Restaurants,branch,63089,False,1,4,False,4.0943445622221,2025
1100,11481,34,Male,238390,2025-04-05,372,Mass Market,2024-12-12,credit,524,"Hill, Petersen and Castaneda",Utilities,online,95211,False,12,3,False,6.263398262591624,2024
1101,16305,51,Male,172192,2018-11-03,815,High Net Worth,2025-01-04,debit,2801,"Rose, Wright and Branch",Groceries,atm,32934,False,1,5,False,7.938088726896952,2025
1102,13451,41,Female,170862,2019-05-24,375,Student,2025-03-08,debit,2788,Newman Group,Salary,mobile_app,55595,False,3,5,False,7.933438387627489,2025
1103,10054,49,Female,78655,2017-09-30,376,Student,2025-07-20,debit,2628,"Turner, Vazquez and House",Education,online,26592,False,7,6,False,7.874358824729881,2025
1104,17643,18,Female,210715,2017-12-12,709,Student,2025-11-19,debit,1847,Saunders PLC,Transfers,mobile_app,23039,False,11,2,False,7.521859252201629,2025
1105,13462,25,Male,113448,2018-10-26,405,Affluent,2025-11-27,debit,4681,Miller Group,Travel,atm,64099,False,11,3,True,8.451480648050856,2025
1106,10832,62,Male,198446,2016-07-22,775,Mass Market,2025-08-08,debit,1175,"Williams, Stuart and Cunningham",Healthcare,online,89262,False,8,4,False,7.069874128458572,2025
1107,15954,40,Female,193979,2024-02-19,574,Mass Market,2025-05-07,credit,2259,Brady-Lucas,Travel,mobile_app,34018,False,5,2,False,7.723120092266331,2025
1108,18519,64,Male,201143,2022-11-05,387,Mass Market,2025-03-03,debit,424,Anderson Inc,Healthcare,atm,53158,False,3,0,False,6.052089168924417,2025
1109,17221,57,Female,140507,2024-04-13,376,Mass Market,2025-10-31,debit,2278,"Cortez, Peters and Cross",Online Retail,mobile_app,4558,False,10,4,False,7.731492029245684,2025
1110,13310,29,Female,54812,2018-08-16,376,Mass Market,2025-07-23,credit,1114,"Flores, Costa and Robertson",Investment,branch,32174,False,7,2,False,7.016609683894219,2025
1111,13300,71,Female,69570,2020-02-01,741,Mass Market,2025-05-14,debit,4868,"Daniels, Fisher and Lewis",Rent,branch,95941,False,5,2,True,8.4906438561827,2025
1112,16722,29,Male,70901,2019-04-21,839,Mass Market,2025-10-11,debit,4668,"Wiley, Moore and Bell",Online Retail,atm,42631,False,10,5,True,8.448700194970938,2025
1113,17218,63,Male,80186,2022-03-30,544,Mass Market,2025-01-31,debit,3366,"Payne, Campbell and Phillips",Entertainment,atm,67687,False,1,4,True,8.121777419161074,2025
1114,17776,64,Male,142066,2022-11-07,681,High Net Worth,2025-08-25,credit,2426,Wilson Group,Utilities,mobile_app,15552,False,8,0,False,7.794411205726601,2025
1115,13675,32,Male,148364,2019-12-22,441,Mass Market,2025-07-19,debit,1944,Oneal-Lee,Education,atm,35065,False,7,5,False,7.573017256052546,2025
1116,13054,58,Male,201323,2021-09-26,667,Affluent,2025-10-24,debit,213,Curry-Hudson,Investment,branch,2614,False,10,4,False,5.365976015021851,2025
1117,17970,36,Female,216243,2022-06-20,383,Affluent,2025-06-28,debit,78,Cox-Vaughn,Transfers,branch,34647,False,6,5,False,4.3694478524670215,2025
1118,12143,43,Female,56160,2023-02-03,442,Mass Market,2025-10-05,debit,525,Fowler-Woods,Education,online,57940,False,10,6,False,6.26530121273771,2025
1119,15207,69,Male,39156,2016-03-02,651,Student,2025-05-26,debit,3573,Jones-Long,Travel,mobile_app,620,False,5,0,True,8.181440695719374,2025
1120,19503,46,Male,96208,2022-04-08,844,Affluent,2025-03-09,credit,4466,Tran LLC,Healthcare,atm,23082,False,3,6,True,8.404472321352118,2025
1121,12538,39,Male,231052,2020-11-27,451,Mass Market,2025-05-05,credit,1474,"Martin, Hernandez and Cox",Online Retail,atm,21891,False,5,0,False,7.29641326877392,2025
1122,14547,57,Male,223392,2019-07-15,457,Mass Market,2025-02-07,debit,1662,King-Cruz,Education,atm,62395,False,2,4,False,7.416378479192928,2025
1123,15619,38,Female,169001,2025-04-01,745,Mass Market,2025-09-06,debit,716,"Peters, Williams and Nichols",Online Retail,mobile_app,50955,False,9,5,False,6.57507584059962,2025
1124,18356,68,Male,217678,2017-01-09,602,Mass Market,2025-03-03,credit,1635,Bray Ltd,Rent,branch,32314,False,3,0,False,7.400009517162692,2025
1125,16612,55,Male,239514,2020-11-03,749,Mass Market,2025-04-02,debit,4762,"Mills, Wright and Davis",Rent,atm,23500,False,4,2,True,8.46863300080086,2025
1126,15005,37,Male,213631,2020-11-02,523,Affluent,2025-05-04,debit,3795,Anderson-Williams,Salary,atm,53685,False,5,6,True,8.241703159729818,2025
1127,10822,74,Female,205277,2024-03-27,342,High Net Worth,2025-06-19,debit,1355,"White, Lee and Crawford",Healthcare,branch,64783,False,6,3,False,7.212294468500341,2025
1128,10943,46,Female,219547,2022-01-06,563,Affluent,2025-05-09,debit,353,Estes Group,Entertainment,atm,50189,False,5,4,False,5.869296913133774,2025
1129,16150,68,Male,215413,2025-03-21,302,Mass Market,2025-08-24,credit,3796,Davis-Hanson,Education,online,93554,False,8,6,True,8.241966560231802,2025
1130,14425,21,Female,115377,2018-02-13,567,Mass Market,2025-08-10,debit,545,Hansen Inc,Transfers,branch,19567,False,8,6,False,6.302618975744905,2025
1131,18966,72,Female,62863,2016-01-28,315,Mass Market,2025-05-01,debit,364,Welch Group,Online Retail,branch,25978,False,5,3,False,5.8998973535824915,2025
1132,12198,24,Female,232909,2025-08-03,633,Mass Market,2025-03-22,debit,3552,"Morales, Bruce and Banks",Online Retail,branch,76089,False,3,5,True,8.175547596021026,2025
1133,14242,45,Male,85439,2025-02-11,763,Mass Market,2025-05-26,credit,992,"Shepard, Mcbride and Cooper",Rent,online,9630,False,5,0,False,6.900730664045173,2025
1134,13695,45,Female,158266,2022-04-15,358,High Net Worth,2025-05-25,debit,1355,Lara-Kennedy,Utilities,branch,12003,False,5,6,False,7.212294468500341,2025
1135,13452,21,Female,222459,2023-09-28,476,Mass Market,2025-03-08,debit,3019,Davidson Inc,Healthcare,mobile_app,41444,False,3,5,True,8.013012110368916,2025
1136,19106,39,Female,141361,2019-05-03,362,High Net Worth,2025-10-31,debit,536,Nelson Inc,Online Retail,mobile_app,86184,False,10,4,False,6.285998094508865,2025
1137,11308,29,Female,232986,2019-08-28,606,Mass Market,2025-02-17,debit,940,Torres Group,Rent,mobile_app,31607,False,2,0,False,6.846943139585379,2025
1138,14177,62,Female,217286,2024-07-03,545,Student,2025-09-18,debit,2766,Stephens Ltd,Rent,branch,24821,False,9,3,False,7.925518979786926,2025
1139,18705,20,Male,116176,2020-03-22,588,Affluent,2024-12-23,debit,2292,"Mejia, Hall and Cortez",Groceries,branch,14601,False,12,0,False,7.737616282857904,2024
1140,16852,39,Female,49777,2019-09-12,631,Affluent,2024-12-26,debit,1956,Cordova Ltd,Salary,branch,45904,False,12,3,False,7.579167967396076,2024
1141,16035,61,Female,177255,2023-01-16,826,Mass Market,2025-11-21,debit,3937,"Bailey, David and Hansen",Online Retail,online,71657,False,11,4,True,8.278428259199071,2025
1142,13594,19,Female,178517,2023-12-22,554,High Net Worth,2025-02-10,credit,2551,Duran-Curry,Groceries,mobile_app,38557,False,2,0,False,7.844632644464681,2025
1143,14841,41,Male,218110,2016-12-07,809,High Net Worth,2025-04-23,debit,1926,Wallace-Adams,Transfers,atm,52523,False,4,2,False,7.563719668414366,2025
1144,11409,51,Female,107201,2025-05-13,762,Affluent,2025-01-22,debit,3370,"Craig, Clark and Turner",Transfers,atm,81846,False,1,2,True,8.12296471523406,2025
1145,14566,44,Female,167270,2022-08-06,498,Affluent,2025-09-03,debit,1603,"Malone, Cox and Thomas",Rent,branch,50502,False,9,2,False,7.38025578842646,2025
1146,14491,72,Male,172483,2024-01-05,570,Affluent,2025-03-13,debit,2935,Jenkins-Ross,Salary,online,22098,False,3,3,False,7.984803389734406,2025
1147,11555,58,Female,201649,2016-01-12,363,Mass Market,2025-04-06,debit,3635,Nelson Ltd,Utilities,branch,45902,False,4,6,True,8.19863945529737,2025
1148,10804,18,Female,35867,2024-09-27,529,Affluent,2025-09-28,credit,1233,Newton-Porter,Salary,atm,89067,False,9,6,False,7.1180162044653335,2025
1149,11279,25,Female,82501,2022-10-19,548,High Net Worth,2025-11-07,credit,1969,"Thomas, Murray and Humphrey",Utilities,mobile_app,39253,False,11,4,False,7.585788821732034,2025
1150,17083,40,Male,165338,2025-08-09,545,Mass Market,2025-10-12,debit,975,"Mckay, Rose and Le",Investment,atm,75516,False,10,6,False,6.883462586413092,2025
1151,15986,55,Male,59422,2016-10-12,456,Mass Market,2025-02-07,debit,3688,"Kent, Gray and Adams",Groceries,mobile_app,44280,False,2,4,True,8.213110697596676,2025
1152,15619,23,Female,186280,2024-06-01,387,Mass Market,2025-05-30,debit,4322,"Martinez, Knight and Conner",Rent,mobile_app,8951,False,5,4,True,8.371704884667631,2025
1153,11387,39,Male,141544,2022-01-18,612,Affluent,2025-09-30,debit,632,"Smith, Shaw and Hudson",Groceries,online,8117,False,9,1,False,6.450470422144176,2025
1154,12679,42,Female,182285,2020-05-18,365,Mass Market,2025-11-26,debit,4458,"Greer, Cooper and Nolan",Healthcare,atm,25979,False,11,2,True,8.402679804627477,2025
1155,12106,35,Female,158439,2025-03-22,319,Mass Market,2025-05-25,debit,4797,Tanner-Nguyen,Groceries,branch,74525,False,5,6,True,8.47595444339964,2025
1156,18173,34,Female,230098,2021-04-19,332,Mass Market,2025-07-08,credit,4736,Williams Ltd,Investment,online,16915,False,7,1,True,8.463159302923751,2025
1157,14223,29,Male,55362,2020-06-21,372,Affluent,2025-10-06,debit,2382,Cochran Group,Entertainment,mobile_app,59261,False,10,0,False,7.776115477098742,2025
1158,14831,23,Female,71588,2020-06-02,642,Mass Market,2024-12-12,debit,2958,Smith-Morales,Online Retail,atm,95071,False,12,3,False,7.99260665240021,2024
1159,12768,43,Male,189357,2017-03-20,432,Affluent,2025-03-21,credit,3309,Mills Ltd,Transfers,branch,97660,False,3,4,True,8.104703468371108,2025
